year,month,day,week_day,time,saying,like
2022,4,24,7,23,你看我几分 像从前,[]
2022,4,11,1,22,今日破防(我这样了还要做核酸敲这几个字都疼得发抖是不是敲不了代码了(bushi,[]
2022,4,3,7,18,与故人，游旧地。,[]
2022,3,29,2,0,我没有找到梦的归途，但是梦尚在。前一个年岁里有好多呼吸都会痛的瞬间，前一个阶段中有好多颓废沮丧无能为力，习惯独处，会偶尔孤独，但永远自由， 展开全文,[]
2022,3,21,1,14,今天，是阳树的大胜利!(dark mode简直帅爆了文档链接:“ 网页链接 ”,[]
2022,2,27,7,22,Do something and meet something new.有意向的伙伴来私信我。,[]
2022,2,21,1,18,写了项目之后复盘了一下源码，写了一篇文章。是哪位大佬推荐了我的主页 速速告诉我,[]
2022,2,7,1,4,“我是个在黑暗中大雪纷飞的人啊”记这一夜的雪，与我。,[]
2022,1,22,6,21,要避开世界，没有什么能胜过艺术;要与世界联结，也没有什么能胜过艺术。到欢乐颂中段时，我们(几乎所有观众)和着琴音打起了拍子，一起一落，直至曲终……音乐的魅力就在于此。 展开全文,[]
2022,1,22,6,1,赶工不会用软件中的函数怎么办?那就自己写！要是我会拉数据就好了555这纯纯廉价劳动力。,[]
2022,1,18,2,0,对着洛谷数据疯狂改条件样例过了死命不AC的痛谁懂?,[]
2022,1,9,7,18,当人们不断思考“延迟满足”，不断想要用对未来的恐惧，对现在的不满，对爱欲与野心的追求来为自己搭建一座又一座的海市蜃楼时。当下始终会缺少一种真诚，缺少一种良善，缺少一种快乐。不要把赋予自己的一切真实恩赐当作燃料，丢在为未来建设的祭坛上！否则，为了分手的恋爱，为了仇恨的友谊，为了痛 展开全文,[]
2022,1,6,4,6,生老病死，人生无常。,[]
2022,1,1,6,0,“什么叫人间绝色啊！”五刷了。每次跨年都要体会一下这种求而不得的错位感。“我终将和我所爱的人一起白头，只是天各一方。”,[]
2021,12,30,4,20,人生大事，吃喝二字！(快乐的晚自习and 展开全文,[]
2021,12,30,4,16,如果当初好好看看钟楼旁的樱花就好了...……进学校的时候多憧憬樱花下的故事可笑的是选择的多是枯燥无趣的事情如果还能回到高...,[]
2021,12,28,2,18,阿亮是最多的突然就想起了天天连麦互相讲题的高中当时真是互相扶持着在前进康康和花花也不必说了 展开全文,[]
2021,12,23,4,23,身为知道分子的我，听知识分子的对谈真的好震撼，头皮发麻“分寸感，恰恰是无数次的过线之后找到的。”这个直接击中我了！ 展开全文,[]
2021,12,18,6,20,相逢的意义在于彼此照亮不然一个人喝酒也很浪漫一个人散步也很悠然 展开全文,[]
2021,12,16,4,14,如图(,[]
2021,12,13,1,21,p1/p2/p3临近期末，怎么有人上了晚自习还帮我讲1h多的思维题@晚霞与你  ，这就是我们热爱的ACM嘛(泪目p4/p5还好大爹从不抛弃我，我都要被自己的sb问题折磨疯了p6/p7阿曹总能解我的燃煤之急没有你们这日子真是过不下去了( 展开全文,[]
2021,12,11,6,16,爱不到具体的人身上却总站在制高点上爱父母，能耐烦些吗？爱朋友，能真帮忙吗? 展开全文,[]
2021,12,8,3,14,不幸总会遇上幸运谁能想到会在这里碰到思念已久的亲人呢?久别重逢，拥抱原来那么自然。,[]
2021,12,5,7,15,“自由人的定义”“并不是只顾摆烂”“更不是只顾傻干”“专注于生活本身” 展开全文,[]
2021,12,2,4,20,阿曹的梦想实现了坤的日子才是日子花花认真的脱了单亮和star机缘巧合遇见了他的她 展开全文,[]
2021,11,26,5,17,别太用功，太用功会变成书呆子阿嬷，我英语都不会。那你就在答案纸上写‘我是日本人’。可是，我也不太会写汉字…… 展开全文,[]
2021,11,23,2,18,人间自有真情在~@曹宇麒,[]
2021,11,20,6,18,来的无厘头走的也自由,[]
2021,11,19,5,20,这是一种文化的倾倒，一种价值观的胜利。“努力且上进，自由且舒适。”曾经的价值观是努力逼走了自由与舒适的空间，现在的价值观是： 展开全文,[]
2021,11,16,2,22,“熬夜”>“天要亡我，非战之罪”(好多事，视频，题目，js，“期中考”入围决赛后，我忙着做题，结果忘了，回过神来，决赛已经完了，我也完了007的生活，高四会不会快乐一些... 展开全文,[]
2021,11,12,5,21,《不想做题的我摸鱼完善了网页》写完了“关于我”和“随笔”两个板块大家用电脑去玩玩呀，首页也改动了一点点~ 网页链接  展开全文,[]
2021,11,11,4,11,快乐都是他们的而我?只觉得吵闹……,[]
2021,11,5,5,20,大佬都去卷竞赛了。只有我一个人跑到图书馆里看闲书。我这条闲鱼，也不是太想翻身。十九本书啦。,[]
2021,11,4,4,0,摆烂了整了两小时只把电脑端给完善了不要用手机打开，会变得不幸( 展开全文,[]
2021,10,29,5,20,“仪式感，就是给没意义的事情找点意义。”2021，第18本书！只有在读书的时候，才会感觉“让世界是世界，我‘甘心’做我的茧” 展开全文,[]
2021,10,28,4,17,高数课JS没有时间但很想做题(别人都开始数据结构了下午开始做题之后各种问题，debug到崩溃还好有人做过带着写(不然…… 展开全文,[]
2021,10,23,6,16,看板娘！！！虽然只接触了一点，但对js的热情被彻底点燃日常摸鱼逛网站果然是正确的选择,[]
2021,10,22,5,23,莫名的心烦读百把页闲书好好的打个电话聊一聊再约个饭 展开全文,[]
2021,10,21,4,13,初步解决缩进问题但为什么缩到最小还是有问题贴一个把成长记录贴到抄的代码上的效果 展开全文,[]
2021,10,14,4,20,武汉理工大学ACM协会 ：WUT@ACM 武汉理工大学ACM协会招新了～10月15日20:00不见不散。直播链接： 网页链接 什么是ACM？ 展开全文                  来自 Redmi K40 (4G),[]
2021,10,14,4,15,开发组yyds！ACM协会yyds！虽然这个试点基本没难度，但是把开发组面试内容大概介绍一遍，这个面试就过了。 展开全文,[]
2021,10,11,1,23,十秒多一个代码的日子一去不复返了！这一个月不睡觉也要把博客写出来最好整个看板娘),[]
2021,10,1,5,17,2021，17.“沿街的爬山虎红了，北京的秋意浓了。”,[]
2021,9,24,5,21,时隔一个月2021，第十六本书。开始真的就是两个小时啃三十页,[]
2021,9,20,1,18,白白浪费的时间白白浪费的渐变白白浪费的美都是生活中最珍贵的东西。,[]
2021,9,17,5,10,我是fw一个中序遍历折腾了一个多小时看着题解都搞不懂emm贴一个实习,[]
2021,9,8,3,14,代码五分钟，debug两小时问：写的代码有99个错误，为什么改完1个变成了101个?终于能够不看题解写出几道题了,[]
2021,9,5,7,19,1.赶紧给QQ设置手势密码2.赶紧加强QQ防御3.不要转钱！不要转钱！不要转钱！刚刚一聊才发现， 展开全文,[]
2021,9,2,4,16,有人相爱，有人失恋，有人夜里开车看海，有人白天酒吧买醉， 展开全文,[]
2021,8,29,7,10,2021，第十五本书。明明是简单轻快的人物传记，可为什么花那么大篇幅讲谜机图灵机，我表示完全看不懂 《艾伦•图灵传上》 这本书介绍了艾伦0-32岁的生活。童年时，艾伦沉迷于数学与逻辑，他固执的以为所有人都以理性来看待这个世界，因此在公学的体制下处处碰壁。同时，害羞腼腆让他少有朋友，而克 展开全文,[]
2021,8,22,7,19,十二，十三，十四本书三开的快乐。,[]
2021,8,19,4,17,想换电脑…,[]
2021,8,7,6,13,“谁说谋杀不是一门艺术？”还好今天起的晚，吃了brunch。十一点开始看，中饭都不用吃十一本了耶，看来今年有机会看完25本。,[]
2021,8,5,4,14,第十本书√@玖,[]
2021,8,2,1,14,第九本了吧最近都在浪，没怎么读书emm,[]
2021,7,30,5,12,看奇珍异洞看巍峨山峰看稀罕生灵看温柔人情,[]
2021,7,28,3,8,车厢看错座位号看错这是我没想到的,[]
2021,7,27,2,15,2021，第八本书！,[]
2021,7,26,1,0,生日快乐！愿你不知秋冬，但余欢喜！@胡亮,[]
2021,7,24,6,21,晚风清爽，却也温柔。在公园里看到一个边散步边讲课的老师....论水课的幕后流程……,[]
